SPRAT ID,Scientific Name,Common Name,URL,Percentage of the species modelled likely and known distribution within fire affected areas,Type,EPBC Act listed Threatened Status,EPBC Act listed Migratory Status,Range states and territories
7827,Eucalyptus macarthurii,"Camden Woollybutt, Paddys River Box",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7827,30 to <50%,Plant,Endangered,,NSW
56153,Eucalyptus parvula,Small-leaved Gum,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56153,30 to <50%,Plant,Vulnerable,,NSW
7490,Eucalyptus tetrapleura,Square-fruited Ironbark,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7490,30 to <50%,Plant,Vulnerable,,NSW
4325,Euphrasia arguta,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4325,30 to <50%,Plant,Critically Endangered,,NSW
64907,Grevillea celata,"Colquhoun Grevillea, Nowa Nowa Grevillea",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64907,30 to <50%,Plant,Vulnerable,,Vic
64523,Grevillea masonii,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64523,30 to <50%,Plant,Endangered,,NSW
24636,Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24636,30 to <50%,Plant,Vulnerable,,"NSW, SA, Vic"
1973,Heleioporus australiacus,Giant Burrowing Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1973,30 to <50%,Frog,Vulnerable,,"NSW, Vic"
12974,Homoranthus darwinioides,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12974,30 to <50%,Plant,Vulnerable,,NSW
14664,Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14664,30 to <50%,Plant,Endangered,,NSW
11420,Kunzea cambagei,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11420,30 to <50%,Plant,Vulnerable,,NSW
64923,Leionema equestre,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64923,30 to <50%,Plant,Endangered,,SA
1827,Litoria piperata,Peppered Tree Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1827,30 to <50%,Frog,Vulnerable,,NSW
66669,Litoria verreauxii alpina,"Alpine Tree Frog, Verreaux's Alpine Tree Frog",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66669,30 to <50%,Frog,Vulnerable,,"ACT, NSW, Vic"
66632,Macquaria australasica,Macquarie Perch,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66632,30 to <50%,Fish,Endangered,,"ACT, NSW, Vic"
2794,Marsdenia longiloba,Clear Milkvine,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2794,30 to <50%,Plant,Vulnerable,,"NSW, Qld"
12192,Medicosma elliptica,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12192,30 to <50%,Plant,Vulnerable,,Qld
1944,Mixophyes iteratus,"Giant Barred Frog, Southern Barred Frog",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1944,30 to <50%,Frog,Endangered,,"NSW, Qld"
64468,Nannoperca oxleyana,Oxleyan Pygmy Perch,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64468,30 to <50%,Fish,Endangered,,"NSW, Qld"
10666,Olax angulata,Minnie Waters Olax,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10666,30 to <50%,Plant,Vulnerable,,NSW
5631,Olearia hygrophila,"Swamp Daisy, Water Daisy",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5631,30 to <50%,Plant,Endangered,,Qld
64684,Parsonsia dorrigoensis,Milky Silkpod,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64684,30 to <50%,Plant,Endangered,,NSW
12770,Persoonia glaucescens,Mittagong Geebung,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12770,30 to <50%,Plant,Vulnerable,,NSW
19006,Persoonia hirsuta,"Hairy Geebung, Hairy Persoonia",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19006,30 to <50%,Plant,Endangered,,NSW
10852,Persoonia marginata,Clandulla Geebung,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10852,30 to <50%,Plant,Vulnerable,,NSW
64939,Persoonia micranthera,Small-flowered Snottygobble,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64939,30 to <50%,Plant,Endangered,,WA
225,Petrogale penicillata,Brush-tailed Rock-wallaby,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=225,30 to <50%,Mammal,Vulnerable,,"NSW, Qld, Vic"
17140,Phebalium glandulosum subsp. eglandulosum,Rusty Desert Phebalium,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17140,30 to <50%,Plant,Vulnerable,,"NSW, Qld"
40324,Pherosphaera fitzgeraldii,Dwarf Mountain Pine,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=40324,30 to <50%,Plant,Endangered,,NSW
2043,Pomaderris cotoneaster,Cotoneaster Pomaderris,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=2043,30 to <50%,Plant,Endangered,,"NSW, Vic"
22119,Pomaderris parrisiae,Parris' Pomaderris,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22119,30 to <50%,Plant,Vulnerable,,NSW
66645,Potorous tridactylus tridactylus,Long-nosed Potoroo (SE Mainland),http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66645,30 to <50%,Mammal,Vulnerable,,"NSW, Qld, SA, Tas, Vic"
68496,Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68496,30 to <50%,Plant,Vulnerable,,NSW
17616,Prostanthera stricta,Mount Vincent Mintbush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=17616,30 to <50%,Plant,Vulnerable,,NSW
96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=96,30 to <50%,Mammal,Vulnerable,,"NSW, Qld, Tas, Vic"
22903,Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22903,30 to <50%,Plant,Critically Endangered,,"ACT, NSW, Vic"
3787,Ptilotus beckerianus,Ironstone Mulla Mulla,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3787,30 to <50%,Plant,Vulnerable,,SA
11768,Rhizanthella slateri,Eastern Underground Orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11768,30 to <50%,Plant,Endangered,,"NSW, Qld"
13132,Rutidosis heterogama,Heath Wrinklewort,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13132,30 to <50%,Plant,Vulnerable,,NSW
21490,Rutidosis leiolepis,Monaro Golden Daisy,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21490,30 to <50%,Plant,Vulnerable,,NSW
19131,Sarcochilus fitzgeraldii,Ravine Orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19131,30 to <50%,Plant,Vulnerable,,"NSW, Qld"
4124,Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4124,30 to <50%,Plant,Vulnerable,,"NSW, Qld"
87381,Solanum sulphureum,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87381,30 to <50%,Plant,Endangered,,NSW
87805,Trioza barrettae,Banksia brownii plant louse,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87805,30 to <50%,Insect,Endangered,,WA
8830,Uromyrtus australis,Peach Myrtle,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8830,30 to <50%,Plant,Endangered,,NSW
82836,Veronica derwentiana subsp. homalodonta,Mount Lofty Speedwell,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82836,30 to <50%,Plant,Critically Endangered,,SA
24342,Verticordia carinata,Stirling Range Featherflower,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24342,30 to <50%,Plant,Vulnerable,,WA
86072,Wollumbinia georgesi,"Georges' Snapping Turtle, Bellinger River Snapping Turtle, Georges Helmeted Turtle",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86072,30 to <50%,Reptile,Critically Endangered,,NSW
64983,Xyris exilis,Stirling Range Xyris,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64983,30 to <50%,Plant,Vulnerable,,WA
56731,Zieria citriodora,Lemon-scented Zieria,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56731,30 to <50%,Plant,Vulnerable,,"NSW, Vic"
3087,Zieria involucrata,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3087,30 to <50%,Plant,Vulnerable,,NSW
56736,Zieria tuberculata,Warty Zieria,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56736,30 to <50%,Plant,Vulnerable,,NSW
8575,Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8575,10 to <30%,Plant,Vulnerable,,NSW
21883,Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21883,10 to <30%,Plant,Vulnerable,,Vic
14928,Acacia handonis,"Hando's Wattle, Percy Grant Wattle",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14928,10 to <30%,Plant,Vulnerable,,Qld
18800,Acacia pubescens,"Downy Wattle, Hairy Stemmed Wattle",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18800,10 to <30%,Plant,Vulnerable,,NSW
19799,Acacia pubifolia,Velvet Wattle,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19799,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
13415,Acacia pycnostachya,Bolivia Wattle,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13415,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
8582,Acronychia littoralis,Scented Acronychia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8582,10 to <30%,Plant,Endangered,,"NSW, Qld"
21926,Allocasuarina emuina,"Emu Mountain Sheoak, Mt Emu She-oak",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21926,10 to <30%,Plant,Endangered,,Qld
21927,Allocasuarina thalassoscopica,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21927,10 to <30%,Plant,Endangered,,"NSW, Qld"
81879,Amyema plicatula,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81879,10 to <30%,Plant,Endangered,,NSW
82338,Anthochaera phrygia,Regent Honeyeater,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82338,10 to <30%,Bird,Critically Endangered,,"ACT, NSW, Qld, SA, Vic"
13451,Archidendron lovelliae,"Bacon Wood, Tulip Siris",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13451,10 to <30%,Plant,Vulnerable,,Qld
9338,Arthraxon hispidus,Hairy-joint Grass,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9338,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
56780,Asterolasia elegans,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56780,10 to <30%,Plant,Endangered,,NSW
3599,Asterolasia phebalioides,Downy Star-bush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3599,10 to <30%,Plant,Vulnerable,,"SA, Vic"
10352,Astrotricha crassifolia,Thick-leaf Star-hair,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10352,10 to <30%,Plant,Vulnerable,,NSW
8277,Banksia brownii,"Brown's Banksia, Feather-leaved Banksia",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=8277,10 to <30%,Plant,Endangered,,WA
13792,Bertya opponens,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13792,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
78925,Boronia hippopala,Velvet Boronia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78925,10 to <30%,Plant,Vulnerable,,Tas
21315,Boronia repanda,"Repand Boronia, Border Boronia",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21315,10 to <30%,Plant,Endangered,,"NSW, Qld"
9167,Boronia revoluta,Ironcap Boronia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9167,10 to <30%,Plant,Endangered,,WA
56301,Boronia umbellata,Orara Boronia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56301,10 to <30%,Plant,Vulnerable,,NSW
10059,Bossiaea oligosperma,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=10059,10 to <30%,Plant,Vulnerable,,NSW
15961,Bothriochloa bunyensis,Satin-top Grass,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=15961,10 to <30%,Plant,Vulnerable,,Qld
267,Burramys parvus,Mountain Pygmy-possum,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=267,10 to <30%,Mammal,Endangered,,"NSW, Vic"
54991,Caladenia argocalla,White-beauty Spider-orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=54991,10 to <30%,Plant,Endangered,,SA
3957,Caladenia ovata,Kangaroo Island Spider-orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3957,10 to <30%,Plant,Vulnerable,,SA
55581,Callistemon pungens,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55581,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
88226,Callistemon purpurascens,a bottlebrush,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88226,10 to <30%,Plant,Critically Endangered,,NSW
66687,Callitris oblonga,"Pygmy Cypress-pine, Pigmy Cypress-pine, Dwarf Cypress-pine",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66687,10 to <30%,Plant,Vulnerable,,"NSW, Tas"
7842,Calotis glandulosa,Mauve Burr-daisy,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=7842,10 to <30%,Plant,Vulnerable,,"ACT, NSW"
81640,Cassinia tegulata,Avenue Cassinia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81640,10 to <30%,Plant,Critically Endangered,,SA
183,Chalinolobus dwyeri,"Large-eared Pied Bat, Large Pied Bat",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=183,10 to <30%,Mammal,Vulnerable,,"NSW, Qld"
67099,Cinclosoma punctatum anachoreta,"Mt Lofty Ranges Spotted Quail-thrush, Spotted Quail-thrush (Mt Lofty Ranges)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67099,10 to <30%,Bird,Critically Endangered,,SA
4311,Clematis fawcettii,Stream Clematis,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4311,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
59628,Coeranoscincus reticulatus  (listed as Saiphos reticulatus),Three-toed Snake-tooth Skink,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59628,10 to <30%,Reptile,Vulnerable,,"NSW, Qld"
86263,Corunastylis sp. Charmhaven (NSW 896673),Wyong Midge Orchid 2,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86263,10 to <30%,Plant,Critically Endangered,,NSW
11976,Cryptocarya foetida,"Stinking Cryptocarya, Stinking Laurel",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11976,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
64721,Cyclodomorphus praealtus,Alpine She-oak Skink,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64721,10 to <30%,Reptile,Endangered,,"NSW, Vic"
59714,Cyclopsitta diophthalma coxeni,Coxen's Fig-Parrot,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59714,10 to <30%,Bird,Endangered,,"NSW, Qld"
75184,Dasyurus maculatus maculatus (SE mainland population),"Spot-tailed Quoll, Spotted-tail Quoll, Tiger Quoll (southeastern mainland population)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75184,10 to <30%,Mammal,Endangered,,"ACT, NSW, Qld, SA, Vic"
3567,Daviesia discolor,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3567,10 to <30%,Plant,Vulnerable,,Qld
65037,Daviesia glossosema,Maroon-flowered Daviesia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=65037,10 to <30%,Plant,Critically Endangered,,WA
56747,Daviesia pseudaphylla,Stirling Range Daviesia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56747,10 to <30%,Plant,Endangered,,WA
24421,Deyeuxia pungens,Narrow-leaf Bent-grass,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24421,10 to <30%,Plant,Vulnerable,,Vic
21588,Diuris aequalis,Buttercup Doubletail,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21588,10 to <30%,Plant,Vulnerable,,NSW
18325,Diuris pedunculata,"Small Snake Orchid, Two-leaved Golden Moths, Golden Moths, Cowslip Orchid, Snake Orchid",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18325,10 to <30%,Plant,Endangered,,"ACT, NSW"
6425,Diuris venosa,"Veined Doubletail, Goat Orchid, Veined Donkey-orchid",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6425,10 to <30%,Plant,Vulnerable,,NSW
56778,Drakaea confluens,Late Hammer-orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56778,10 to <30%,Plant,Endangered,,WA
64570,Eremophila denticulata subsp. trisulcata,Cumquat Eremophila,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64570,10 to <30%,Plant,Endangered,,WA
20890,Eucalyptus aggregata,Black Gum,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20890,10 to <30%,Plant,Vulnerable,,"NSW, Vic"
56193,Eucalyptus caleyi subsp. ovendenii,Ovenden's Ironbark,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56193,10 to <30%,Plant,Vulnerable,,NSW
56225,Eucalyptus copulans,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=56225,10 to <30%,Plant,Endangered,,NSW
5670,Eucalyptus glaucina,Slaty Red Gum,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5670,10 to <30%,Plant,Vulnerable,,NSW
19330,Eucalyptus kartzoffiana,Araluen Gum,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=19330,10 to <30%,Plant,Vulnerable,,NSW
20992,Eucalyptus nicholii,"Narrow-leaved Peppermint, Narrow-leaved Black Peppermint",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=20992,10 to <30%,Plant,Vulnerable,,NSW
64618,Eucalyptus rubida subsp. barbigerorum,Blackbutt Candlebark,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64618,10 to <30%,Plant,Vulnerable,,NSW
9640,Eucalyptus scoparia,Wallangarra White Gum,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9640,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
4425,Euphrasia bella,"Lamington Eyebright, Mt. Merino Eyebright",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4425,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
21521,Euphrasia bowdeniae,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21521,10 to <30%,Plant,Vulnerable,,NSW
24037,Fontainea australis,Southern Fontainea,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=24037,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
18033,Gentiana wingecarribiensis,Wingecarribee Gentian,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=18033,10 to <30%,Plant,Endangered,,NSW
86880,Gingidia rupicola,"Mountain Angelica, Broad-leafed Carrot",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86880,10 to <30%,Plant,Endangered,,NSW
21872,Grevillea acanthifolia subsp. paludosa,Bog Grevillea,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21872,10 to <30%,Plant,Endangered,,NSW
16859,Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16859,10 to <30%,Plant,Vulnerable,,Vic
23811,Grevillea obtusiflora,Grey Grevillea,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=23811,10 to <30%,Plant,Endangered,,NSW
4243,Grevillea scortechinii subsp. scortechinii,Black Grevillea,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=4243,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
16093,Hakea fraseri,"Gnarled Corkbark, Fraser's Hakea",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=16093,10 to <30%,Plant,Vulnerable,,NSW
682,Hirundapus caudacutus,White-throated Needletail,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=682,10 to <30%,Bird,Vulnerable,Listed,"ACT, NSW, Qld, SA, Tas, Vic"
55186,Homoranthus decumbens,a shrub,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55186,10 to <30%,Plant,Endangered,,Qld
55189,Homoranthus lunatus,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55189,10 to <30%,Plant,Vulnerable,,NSW
55198,Homoranthus prolixus,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55198,10 to <30%,Plant,Vulnerable,,NSW
68050,Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68050,10 to <30%,Mammal,Endangered,,"NSW, SA, Vic"
744,Lathamus discolor,Swift Parrot,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=744,10 to <30%,Bird,Critically Endangered,,"ACT, NSW, Qld, SA, Tas, Vic"
64924,Leionema lachnaeoides,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64924,10 to <30%,Plant,Endangered,,NSW
64926,Leionema ralstonii,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64926,10 to <30%,Plant,Vulnerable,,NSW
14035,Lepidium peregrinum,Wandering Pepper-cress,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=14035,10 to <30%,Plant,Endangered,,"NSW, Qld"
1870,Litoria aurea,Green and Golden Bell Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1870,10 to <30%,Frog,Vulnerable,,"NSW, Vic"
1844,Litoria booroolongensis,Booroolong Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1844,10 to <30%,Frog,Endangered,,"ACT, NSW, Vic"
1821,Litoria olongburensis,Wallum Sedge Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1821,10 to <30%,Frog,Vulnerable,,"NSW, Qld"
25959,Litoria spenceri,Spotted Tree Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25959,10 to <30%,Frog,Endangered,,"NSW, Vic"
49983,Lobelia gelida,,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=49983,10 to <30%,Plant,Vulnerable,,Vic
55597,Macadamia jansenii,"Bulberin Nut, Bulburin Nut Tree",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55597,10 to <30%,Plant,Endangered,,Qld
6581,Macadamia tetraphylla,"Rough-shelled Bush Nut, Macadamia Nut, Rough-shelled Macadamia, Rough-leaved Queensland Nut",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6581,10 to <30%,Plant,Vulnerable,,"NSW, Qld"
55406,Macrozamia lomandroides,cycad,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=55406,10 to <30%,Plant,Endangered,,Qld
3412,Macrozamia platyrhachis,cycad,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=3412,10 to <30%,Plant,Endangered,,Qld
87617,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87617,10 to <30%,Mammal,Vulnerable,,"ACT, NSW, Vic"
5583,Melaleuca biconvexa,Biconvex Paperbark,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5583,10 to <30%,Plant,Vulnerable,,NSW
5818,Melaleuca deanei,Deane's Melaleuca,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=5818,10 to <30%,Plant,Vulnerable,,NSW
64530,Microtis angusii,Angus's Onion Orchid,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64530,10 to <30%,Plant,Endangered,,NSW
25960,Mixophyes fleayi,Fleay's Frog,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25960,10 to <30%,Frog,Endangered,,"NSW, Qld"
609,Monarcha melanopsis,Black-faced Monarch,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=609,10 to <30%,Bird,,Listed,"NSW, Qld, Vic"
