DOY,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020
345,34049,17197,12867,14464,12773,8253,6468,11364,12546,8554,13326,14321,11034,12658,14091,15881,12322,
346,34110,17211,12874,14471,12778,8253,6472,11371,12612,8563,13340,14338,11116,12660,14101,15906,12372,
347,34158,17231,12878,14494,12784,8258,6480,11382,12628,8589,13363,14369,11141,12662,14139,15956,12426,
348,34177,17234,12895,14597,12791,8265,6491,11393,12647,8601,13364,14370,11159,12678,14164,15979,12452,
349,34191,17257,12895,14649,12795,8269,6495,11402,12671,8641,13365,14370,11163,12695,14203,16007,12484,
350,34201,17300,12909,14840,12801,8275,6500,11428,12700,8645,13365,14370,11168,12715,14265,16026,12509,
351,34239,17334,12935,14923,12810,8278,6504,11450,12766,8671,13368,14384,11168,12768,14303,16039,12523,
352,34288,17362,12951,15115,12811,8292,6528,11450,12773,8676,13380,14400,11168,12798,14305,16056,12565,
353,34306,17402,12973,15299,12817,8322,6537,11454,12786,8678,13386,14411,11168,12799,14311,16079,12586,
354,34341,17415,13001,15386,12819,8330,6555,11464,12795,8682,13402,14415,11170,12799,14336,16125,12679,
355,34348,17418,13001,15613,12822,8331,6572,11467,12819,8693,13412,14418,11171,12799,14381,16131,12727,
356,34351,17427,13001,15662,12825,8333,6576,11483,12830,8715,13427,14429,11173,12799,14457,16214,12790,
357,34359,17452,13011,15688,12834,8334,6578,11488,12840,8731,13440,14434,11174,12800,14508,16264,12841,
358,34396,17512,13015,15689,12843,8344,6583,11493,12850,8733,13444,14438,11175,12804,14556,16317,12857,
359,34398,17583,13015,15694,12848,8347,6602,11509,12883,8738,13453,14451,11175,12806,14603,16337,12911,
360,34405,17598,13023,15694,12854,8353,6614,11511,12912,8750,13455,14482,11175,12806,14644,16398,12933,
361,34430,17638,13031,15722,12860,8379,6629,11517,12942,8764,13462,14510,11182,12806,14674,16446,13009,
362,34432,17647,13068,15813,12862,8389,6630,11520,12993,8776,13471,14526,11187,12806,14710,16450,13064,
363,34443,17690,13073,15878,12863,8400,6631,11535,13022,8790,13471,14532,11193,12806,14714,16452,13136,
364,34445,17754,13139,16039,12864,8401,6632,11546,13072,8798,13472,14533,11208,12823,14716,16465,13154,
365,34445,17869,13139,16046,12868,8423,6634,11557,13091,8815,13476,14552,11208,12834,14729,16473,13169,
